epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1982.27,0.87608,0.64622,0.95454,0.83108,0.83333,0.86098,0.64622,1.04685,0.8479,0.99978,0.0007625,0.0007625,0.0007625
27,2052.44,0.84348,0.62286,0.9483,0.82819,0.80348,0.86081,0.62615,1.12193,0.86504,1.04225,0.000713,0.000713,0.000713
28,2123.75,0.82923,0.59609,0.94626,0.87702,0.79247,0.87182,0.64834,1.09744,0.83933,1.0251,0.0006635,0.0006635,0.0006635
29,2200.54,0.80284,0.60775,0.94082,0.76665,0.85176,0.86447,0.58949,1.24756,0.89839,1.10839,0.000614,0.000614,0.000614
30,2270.46,0.79503,0.54435,0.92133,0.77189,0.87037,0.87662,0.64336,1.09381,0.84564,1.01937,0.0005645,0.0005645,0.0005645
31,2344.03,0.82316,0.64179,0.92754,0.81182,0.71906,0.79605,0.58625,1.0925,1.01366,1.00912,0.000515,0.000515,0.000515
32,2430.05,0.75819,0.54633,0.90793,0.78291,0.86822,0.86826,0.62078,1.12457,0.80658,1.0418,0.0004655,0.0004655,0.0004655
33,2511.5,0.7463,0.57796,0.91079,0.85615,0.81481,0.89106,0.64559,1.0826,0.76141,1.01844,0.000416,0.000416,0.000416
34,2588.89,0.74676,0.53549,0.92705,0.89119,0.77778,0.88487,0.63134,1.11089,0.82257,1.0376,0.0003665,0.0003665,0.0003665
35,2659.28,0.69656,0.48227,0.89486,0.78271,0.80055,0.86085,0.62644,1.07215,0.88909,1.02035,0.000317,0.000317,0.000317
36,2728.64,0.69952,0.47201,0.88713,0.91606,0.68519,0.85343,0.64062,1.04152,0.89974,1.01243,0.0002675,0.0002675,0.0002675
37,2799.67,0.68322,0.47767,0.88809,0.8065,0.77192,0.8578,0.63739,1.05171,0.88799,1.00758,0.000218,0.000218,0.000218
38,2872.91,0.74866,0.5052,0.90674,0.80765,0.77778,0.86304,0.65535,1.02707,0.87906,0.99432,0.0001685,0.0001685,0.0001685
39,2956.47,0.64433,0.45746,0.89181,0.789,0.7963,0.86473,0.65502,1.02717,0.84318,0.99624,0.000119,0.000119,0.000119
40,3034.69,0.6647,0.42982,0.87071,0.78799,0.82602,0.86819,0.65929,1.0325,0.81921,0.99812,6.95e-05,6.95e-05,6.95e-05
